edad,fecha_nacimiento,jugador
24 años,12 de enero de 1998,juan
45 años,29 de mayo de 1977,marco cassetti
29 años,26 de enero de 1993,miguel
32 años,6 de octubre de 1990,rolf feltscher
NA,NA,nwankwo obiorah
39 años,1 de enero de 1983,angel dealbert
44 años,25 de diciembre de 1977,orti
38 años,2 de abril de 1984,miguel angel moya
NA,NA,nicola² cherubin
NA,NA,gya¶rgy garics
38 años,8 de marzo de 1984,gyorgy garics
41 años,21 de julio de 1981,joaqua­n
37 años,10 de abril de 1985,jesus ga¡mez
33 años,30 de mayo de 1989,libor kozak
36 años,19 de julio de 1986,leandro greco
39 años,16 de febrero de 1983,ustaritz
NA,NA,paulo assuna§a£o
NA,NA,josa© antonio reyes
40 años,14 de abril de 1982,mauro cetto
42 años,16 de noviembre de 1980,moris carrozzieri
31 años,16 de abril de 1991,luis muriel
39 años,4 de mayo de 1983,ruben olivera
33 años,24 de octubre de 1989,armin bacinovic
36 años,7 de abril de 1986,jan rosenthal
36 años,5 de mayo de 1986,markel bergara
34 años,14 de febrero de 1988,angel di mara­a
30 años,22 de octubre de 1992,ruben pardo
36 años,28 de noviembre de 1986,mouhamadou dabo
32 años,20 de julio de 1990,lars unnerstall
31 años,27 de abril de 1991,isaac cuenca
NA,NA,marta­ crespa­
28 años,13 de marzo de 1994,gerard deulofeu
32 años,17 de diciembre de 1989,andra© ayew
41 años,1 de mayo de 1981,aliaksandr hleb
33 años,30 de octubre de 1989,sascha burchert
36 años,24 de julio de 1986,juri judt
NA,NA,david cobea±o
40 años,6 de abril de 1982,david cobeno
33 años,1 de junio de 1989,jonathan tinhan
31 años,16 de diciembre de 1990,christoph hemlein
33 años,28 de julio de 1989,albin ekdal
45 años,19 de septiembre de 1977,tommaso rocchi
NA,NA,gaa«l danic
37 años,31 de enero de 1985,tulio de melo
36 años,17 de junio de 1986,ernesto gala¡n
33 años,11 de noviembre de 1989,ibai gomez
36 años,7 de enero de 1986,torsten oehrl
82 años,14 de marzo de 1940,isidoro
31 años,24 de enero de 1991,yassine jebbour
44 años,13 de abril de 1978,loa¯c poujol
35 años,1 de abril de 1987,gianluca musacci
34 años,8 de octubre de 1988,vincenzo rennella
35 años,21 de febrero de 1987,carlos carmona
33 años,16 de junio de 1989,odion ighalo
30 años,28 de septiembre de 1992,luis alberto
42 años,11 de enero de 1980,christian wetklo
40 años,27 de julio de 1982,andreas ibertsberger
32 años,21 de febrero de 1990,daniel didavi
30 años,16 de junio de 1992,matthias zimmermann
32 años,4 de mayo de 1990,ignacio camacho
35 años,12 de junio de 1987,antonio barraga¡n
31 años,26 de abril de 1991,ignacio lores varela
33 años,1 de abril de 1989,mata­as aguirregaray
32 años,13 de agosto de 1990,benjamin stambouli
32 años,25 de septiembre de 1990,eneko satrustegui
34 años,5 de septiembre de 1988,nuri sahin
45 años,12 de febrero de 1977,omar daf
43 años,8 de febrero de 1979,lionel cappone
38 años,30 de abril de 1984,jean calve
NA,NA,jean calva©
30 años,11 de febrero de 1992,yannick aguemon
40 años,14 de enero de 1982,victor valdes
43 años,15 de marzo de 1979,anthony deroin
31 años,21 de febrero de 1991,molla wague
59 años,23 de marzo de 1963,ma­chel
34 años,14 de febrero de 1988,angel
38 años,23 de septiembre de 1984,gabriel penalba
42 años,10 de agosto de 1980,mikel labaka
37 años,22 de julio de 1985,boukary drame
35 años,29 de marzo de 1987,luciano
32 años,22 de junio de 1990,jonathan schmid
30 años,2 de noviembre de 1992,remi mulumba
36 años,19 de febrero de 1986,sebastian dubarbier
NA,NA,sebastian pra¶dl
30 años,30 de abril de 1992,marcandra© ter stegen
35 años,1 de septiembre de 1987,christian tra¤sch
30 años,12 de junio de 1992,philippe coutinho
43 años,30 de enero de 1979,raphael scha¤fer
42 años,28 de agosto de 1980,fousseni diawara
48 años,13 de enero de 1974,thierry debes
30 años,3 de agosto de 1992,jannik vestergaard
NA,NA,toma¡s rinca³n
37 años,30 de julio de 1985,tobias weis
NA,NA,joaa«l sami
NA,NA,nenaaaaª
NA,NA,joaaaa«l sami
38 años,23 de abril de 1984,jung jogook
29 años,17 de mayo de 1993,rafa
41 años,30 de abril de 1981,cristian raimondi
41 años,29 de mayo de 1981,michele ferri
44 años,9 de enero de 1978,raffaele rubino
36 años,26 de febrero de 1986,georg niedermeier
33 años,7 de febrero de 1989,mohamed amsif
NA,NA,jose maraaaa­a movilla
NA,NA,raaul garcia
NA,NA,mataa­as silvestre
NA,NA,mataaaa­as silvestre
40 años,5 de agosto de 1982,michele pazienza
NA,NA,graziano pellaaaa¨
NA,NA,farina³s
37 años,21 de noviembre de 1985,jese navas
30 años,3 de noviembre de 1992,willi orban
35 años,4 de marzo de 1987,dominic maroh
37 años,2 de septiembre de 1985,adam nemec
29 años,10 de septiembre de 1993,lionel zouma
32 años,16 de marzo de 1990,boris vukcevic
30 años,26 de diciembre de 1991,kama massampu
37 años,24 de junio de 1985,diego alves
30 años,6 de junio de 1992,sidy kone
35 años,18 de marzo de 1987,gorka elustondo
NA,NA,ruba©n pardo
33 años,13 de marzo de 1989,luca ricci
NA,NA,rena© krhin
31 años,11 de septiembre de 1991,pablo ceppelini
42 años,11 de septiembre de 1980,julien sabla©
30 años,28 de mayo de 1992,stephane bahoken
34 años,10 de febrero de 1988,francesco acerbi
41 años,15 de octubre de 1981,francesco benussi
48 años,7 de noviembre de 1974,cristian gomez
33 años,24 de octubre de 1989,cristian gamboa
NA,NA,miguel flaa±o
35 años,14 de febrero de 1987,fabian schonheim
34 años,13 de mayo de 1988,picon
43 años,2 de abril de 1979,gonzalo colsa
26 años,2 de septiembre de 1996,moises
32 años,27 de marzo de 1990,joselu
40 años,2 de abril de 1982,marco amelia
48 años,21 de junio de 1974,flavio roma
33 años,12 de enero de 1989,bastian oczipka
43 años,14 de agosto de 1979,jeremie brechet
31 años,25 de octubre de 1991,marco davide faraoni
34 años,8 de septiembre de 1988,maxime barthelme
NA,NA,pedro la³pez
45 años,7 de marzo de 1977,gianluca grava
36 años,3 de abril de 1986,sergio sa¡nchez
NA,NA,ronda³n
34 años,13 de marzo de 1988,raul fernandez
31 años,26 de abril de 1991,ignacio lores
30 años,30 de marzo de 1992,alhassane bangoura
33 años,28 de junio de 1989,sergio asenjo
32 años,27 de enero de 1990,christoph moritz
NA,NA,aa±igo la³pez
37 años,28 de febrero de 1985,casadesus
33 años,30 de septiembre de 1989,emilio nsue lopez
NA,NA,pau cendra³s
35 años,2 de mayo de 1987,tommer hemed
30 años,1 de marzo de 1992,david cortes
29 años,31 de agosto de 1993,pablo mari
45 años,7 de marzo de 1977,nunes
35 años,6 de marzo de 1987,chico flores
36 años,11 de mayo de 1986,ronny
30 años,20 de septiembre de 1992,amidu salifu
30 años,11 de marzo de 1992,florian trinks
31 años,1 de abril de 1991,sebastian polter
43 años,21 de enero de 1979,sebastian schindzielorz
NA,NA,boukary drama©
38 años,17 de abril de 1984,raffaele palladino
36 años,24 de agosto de 1986,fabiano santacroce
31 años,28 de enero de 1991,weligton
29 años,20 de mayo de 1993,juanmi
33 años,7 de marzo de 1989,roberto torres
32 años,2 de diciembre de 1990,carlos labrin
NA,NA,adam pinta©r
37 años,19 de enero de 1985,antonio tomas
35 años,9 de febrero de 1987,jose angel crespo
35 años,9 de febrero de 1987,josa© angel crespo
30 años,29 de febrero de 1992,saphir sliti taider
26 años,24 de noviembre de 1996,rayco
30 años,24 de marzo de 1992,federico viviani
33 años,29 de septiembre de 1989,andrea poli
37 años,23 de abril de 1985,sebastian freis
29 años,17 de marzo de 1993,khouma babacar
NA,NA,pedro ra­os
40 años,30 de marzo de 1982,philippe mexes
37 años,19 de enero de 1985,antonio toma¡s
33 años,13 de febrero de 1989,julian schieber
40 años,7 de mayo de 1982,josa© saez
NA,NA,julien fa©ret
35 años,10 de agosto de 1987,gonzalo castellani
NA,NA,jeremie bra©chet
NA,NA,caa±as
31 años,2 de enero de 1991,luis pedro cavanda
NA,NA,maxi la³pez
36 años,2 de enero de 1986,nicola s bertolo
42 años,22 de abril de 1980,igor budan
34 años,18 de marzo de 1988,lossemy karaboue
31 años,9 de septiembre de 1991,danilo pereira
43 años,10 de diciembre de 1979,ferreira pinto
28 años,26 de febrero de 1994,tommaso arrigoni
32 años,8 de octubre de 1990,ezequiel munoz
34 años,25 de abril de 1988,cheick diabata©
NA,NA,damien tiba©ri
NA,NA,gona§alo branda£o
36 años,9 de octubre de 1986,goncalo brandao
41 años,25 de marzo de 1981,gianluca pegolo
NA,NA,emanuele calaia²
41 años,4 de abril de 1981,paul codrea
34 años,31 de agosto de 1988,annunziata
36 años,26 de junio de 1986,cristian llama
33 años,22 de febrero de 1989,franco vazquez
32 años,8 de octubre de 1990,ezequiel mua±oz
36 años,2 de octubre de 1986,kiko casilla
34 años,25 de diciembre de 1987,luna
32 años,10 de enero de 1990,diamanka
35 años,10 de mayo de 1987,daniele dessena
35 años,30 de diciembre de 1986,onyekachi apam
40 años,28 de enero de 1982,sebastien puygrenier
34 años,25 de julio de 1988,ivan obradovic
42 años,5 de agosto de 1980,eduardo ribeiro
32 años,22 de mayo de 1990,david camps
35 años,12 de octubre de 1987,marvin ogunjimi
37 años,21 de marzo de 1985,bennard yao kumordzi
36 años,24 de abril de 1986,sekou baradji
33 años,5 de julio de 1989,koro issa kone
39 años,20 de marzo de 1983,thomas kahlenberg
29 años,1 de agosto de 1993,mariano
31 años,14 de septiembre de 1991,serdar gurler
29 años,14 de noviembre de 1993,samuel umtiti
31 años,1 de octubre de 1991,timothee kolodziejczak
31 años,1 de octubre de 1991,timotha©e kolodziejczak
33 años,25 de febrero de 1989,karim ait fana
NA,NA,cla©ment grenier
48 años,24 de febrero de 1974,nicola pavarini
33 años,6 de junio de 1989,alejandro galvez
33 años,6 de junio de 1989,alejandro ga¡lvez
36 años,2 de septiembre de 1986,gelson fernandes
43 años,25 de junio de 1979,daniel jensen
39 años,9 de mayo de 1983,leandro rinaudo
41 años,4 de agosto de 1981,simone del nero
33 años,22 de febrero de 1989,franco va¡zquez
42 años,16 de junio de 1980,brandao
31 años,19 de agosto de 1991,gianni bruno
41 años,26 de agosto de 1981,vangelis moras
35 años,20 de febrero de 1987,jan simunek
29 años,28 de diciembre de 1992,jakub swierczok
45 años,9 de agosto de 1977,mikael silvestre
29 años,9 de marzo de 1993,tom trybull
38 años,26 de febrero de 1984,enaut zubikarai
37 años,12 de mayo de 1985,jaime gavilan
33 años,19 de junio de 1989,abdel barrada
35 años,7 de agosto de 1987,felipe lopes
36 años,24 de enero de 1986,vieirinha
36 años,2 de marzo de 1986,petr jiracek
30 años,25 de agosto de 1992,ricardo rodriguez
33 años,31 de marzo de 1989,giovanni sio
29 años,31 de marzo de 1993,mikael ishak
32 años,28 de marzo de 1990,luca marrone
34 años,9 de enero de 1988,michael lumb
33 años,14 de agosto de 1989,fallou diagne
32 años,29 de mayo de 1990,oliver sorg
28 años,19 de enero de 1994,matthias ginter
33 años,20 de diciembre de 1988,adam hlousek
29 años,12 de diciembre de 1992,marco djuricin
41 años,24 de enero de 1981,mario eggimann
31 años,5 de diciembre de 1991,jacopo sala
30 años,31 de octubre de 1992,mario sampirisi
41 años,26 de marzo de 1981,massimo donati
37 años,1 de diciembre de 1985,emiliano viviano
34 años,26 de febrero de 1988,deniz yilmaz
29 años,13 de julio de 1993,danny da costa
35 años,9 de diciembre de 1987,adam szalai
42 años,15 de junio de 1980,casado
31 años,19 de diciembre de 1990,alberto perea
44 años,17 de junio de 1978,andrea campagnolo
32 años,26 de abril de 1990,jonathan dos santos
31 años,11 de enero de 1991,recio
29 años,1 de marzo de 1993,juan bernat
31 años,10 de septiembre de 1991,boadu maxwell acosty
41 años,26 de febrero de 1981,tomislav dujmovic
38 años,1 de enero de 1984,rafael jorda
37 años,14 de octubre de 1985,gustavo cabral
NA,NA,josa© calleja³n
29 años,24 de diciembre de 1992,serge aurier
36 años,19 de diciembre de 1985,aurelien montaroup
42 años,27 de septiembre de 1980,olivier kapo
34 años,1 de julio de 1988,thierry doubai
33 años,9 de agosto de 1989,stefano okaka chuka
33 años,2 de marzo de 1989,zie diabate
31 años,21 de junio de 1991,gael kakuta
31 años,11 de agosto de 1991,cristian tello
33 años,12 de septiembre de 1989,yoric ravet
28 años,29 de julio de 1994,diacko fofana
35 años,24 de junio de 1987,kevin malaga
NA,NA,ka©vin malaga
40 años,17 de junio de 1982,alexandre alphonse
45 años,23 de agosto de 1977,yoann bigne
27 años,12 de noviembre de 1995,juan munoz
37 años,17 de julio de 1985,miguel britos
33 años,20 de noviembre de 1989,eduardo vargas
26 años,22 de enero de 1996,baba
29 años,3 de marzo de 1993,antonio rudiger
42 años,3 de junio de 1980,amauri
42 años,16 de septiembre de 1980,radoslav zabavnik
41 años,6 de mayo de 1981,guglielmo stendardo
41 años,17 de diciembre de 1980,rafael schmitz
31 años,24 de septiembre de 1991,pape abdou camara
34 años,14 de mayo de 1988,borja gomez
30 años,30 de marzo de 1992,abdoulaye diallo
36 años,11 de julio de 1986,raul garca­a
37 años,27 de septiembre de 1985,daniel pudil
28 años,28 de mayo de 1994,antonio rozzi
42 años,31 de enero de 1980,leonardo miglionico
30 años,22 de febrero de 1992,haris seferovic
41 años,25 de septiembre de 1981,angelo palombo
37 años,28 de junio de 1985,ahmed kantari
30 años,9 de noviembre de 1992,abel khaled
32 años,20 de marzo de 1990,abdoul wahlid sissoko
32 años,12 de agosto de 1990,alex martinez
32 años,12 de agosto de 1990,alex marta­nez
38 años,3 de marzo de 1984,javier arizmendi
36 años,5 de febrero de 1986,vedran corluka
38 años,16 de septiembre de 1984,dusan djuric
31 años,29 de noviembre de 1991,ibrahim sissoko
31 años,18 de febrero de 1991,sebastian neumann
30 años,11 de febrero de 1992,christopher avevor
34 años,16 de diciembre de 1987,mame biram diouf
34 años,30 de abril de 1988,mario ferna¡ndez
NA,NA,apoa±o
31 años,8 de abril de 1991,jorge pulido
34 años,7 de octubre de 1988,diego costa
32 años,17 de junio de 1990,joel robles
46 años,21 de enero de 1976,giorgio frezzolini
40 años,31 de enero de 1982,francesco parravicini
29 años,29 de mayo de 1993,florian hartherz
30 años,23 de diciembre de 1991,immanuel hohn
35 años,26 de septiembre de 1987,zlatko junuzovic
31 años,13 de marzo de 1991,francois affolter
33 años,21 de mayo de 1989,ivan santini
36 años,15 de febrero de 1986,valeri bojinov
37 años,15 de marzo de 1985,javier garrido
39 años,10 de septiembre de 1983,fernando belluschi
31 años,29 de julio de 1991,ariel borysiuk
40 años,21 de marzo de 1982,anthar yahia
31 años,30 de diciembre de 1990,henrique
29 años,24 de marzo de 1993,giammario piscitella
35 años,25 de agosto de 1987,wesley lautoa
NA,NA,ladislas petre meyair dounima
33 años,20 de octubre de 1989,lamine gassama
35 años,11 de enero de 1987,fabricio
53 años,18 de octubre de 1969,nelson
29 años,9 de febrero de 1993,niclas fullkrug
31 años,14 de marzo de 1991,gotoku sakai
33 años,20 de febrero de 1989,marcos gullon
NA,NA,marcos gulla³n
30 años,7 de febrero de 1992,sergi roberto
32 años,20 de febrero de 1990,abdoul camara
39 años,13 de mayo de 1983,yaya
36 años,25 de junio de 1986,charlie davies
30 años,5 de enero de 1992,julian derstroff
41 años,8 de enero de 1981,sebastia¡n eguren
31 años,26 de enero de 1991,alex
NA,NA,alejandro ga³mez
36 años,14 de mayo de 1986,marco motta
36 años,11 de marzo de 1986,toma¡s kosicky
34 años,16 de diciembre de 1987,alejandro martinuccio
34 años,25 de agosto de 1988,diego benito
29 años,20 de julio de 1993,lucas digne
35 años,15 de junio de 1987,marti crespi
40 años,15 de noviembre de 1982,kalu uche
32 años,5 de junio de 1990,matthias ostrzolek
34 años,25 de febrero de 1988,luca di matteo
NA,NA,riccardo cazzola
33 años,26 de noviembre de 1989,cala
49 años,22 de octubre de 1973,andra©s palop
40 años,1 de febrero de 1982,alessandro carrozza
36 años,10 de diciembre de 1986,roger carvalho
NA,NA,za© eduardo
42 años,22 de julio de 1980,marco marchionni
39 años,26 de junio de 1983,antonio rosati
31 años,29 de julio de 1991,yaya banana
35 años,17 de octubre de 1987,elliot grandin
NA,NA,charles kabora©
31 años,6 de abril de 1991,michael ortega
49 años,22 de octubre de 1973,andres palop
37 años,7 de enero de 1985,karim guede
35 años,29 de octubre de 1987,ze eduardo love
31 años,14 de abril de 1991,martin montoya
